numero_facture,date_emission,date_echeance,date_paiement,code_client,code_produit,code_dept,quantite,prix_unitaire_ht,remise_pct,montant_ht,montant_tva,montant_ttc,statut_paiement,montant_encaisse,jours_retard,annee_emission,mois_emission,trimestre,date_id_emission,date_id_echeance,date_id_paiement,tranche_retard
FAC-2025-03608,2025-10-05,2025-11-19,2025-12-03,CLI-0090,SVC-023,DEPT-001,2,750.0,0,1500.0,300.0,1800.0,Payée,1500.0,14,2025,10,4,20251005,20251119,20251203.0,Retard < 30j
FAC-2025-03609,2023-10-20,2023-11-19,,CLI-0141,SVC-019,DEPT-003,9,180.0,0,1620.0,324.0,1944.0,Retard,0.0,895,2023,10,4,20231020,20231119,,Contentieux > 90j
FAC-2025-03610,2024-04-24,2024-06-23,2024-07-17,CLI-0068,SVC-005,DEPT-004,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,24,2024,4,2,20240424,20240623,20240717.0,Retard < 30j
FAC-2025-03611,2024-08-06,2024-10-05,2024-10-18,CLI-0164,SVC-003,DEPT-002,1,22000.0,0,22000.0,4400.0,26400.0,Payée,22000.0,13,2024,8,3,20240806,20241005,20241018.0,Retard < 30j
FAC-2025-03612,2023-08-31,2023-10-15,,CLI-0139,SVC-001,DEPT-007,1,3500.0,5,3325.0,665.0,3990.0,Partielle,1583.94,930,2023,8,3,20230831,20231015,,Contentieux > 90j
FAC-2025-03613,2025-07-13,2025-08-12,2025-09-02,CLI-0032,SVC-003,DEPT-004,1,22000.0,15,18700.0,3740.0,22440.0,Payée,18700.0,21,2025,7,3,20250713,20250812,20250902.0,Retard < 30j
FAC-2025-03614,2024-12-06,2025-01-20,2025-02-10,CLI-0108,SVC-002,DEPT-001,1,8500.0,0,8500.0,1700.0,10200.0,Payée,8500.0,21,2024,12,4,20241206,20250120,20250210.0,Retard < 30j
FAC-2025-03615,2023-11-24,2023-12-24,,CLI-0041,SVC-001,DEPT-003,1,3500.0,0,3500.0,700.0,4200.0,Retard,0.0,860,2023,11,4,20231124,20231224,,Contentieux > 90j
FAC-2025-03616,2023-04-23,2023-05-23,2023-05-23,CLI-0148,SVC-018,DEPT-002,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,0,2023,4,2,20230423,20230523,20230523.0,Dans les délais
FAC-2025-03617,2023-05-22,2023-07-06,2023-08-05,CLI-0042,SVC-008,DEPT-004,1,2500.0,5,2375.0,475.0,2850.0,Payée,2375.0,30,2023,5,2,20230522,20230706,20230805.0,Retard < 30j
FAC-2025-03618,2025-09-05,2025-10-05,2025-10-09,CLI-0007,SVC-013,DEPT-002,7,1100.0,0,7700.0,1540.0,9240.0,Payée,7700.0,4,2025,9,3,20250905,20251005,20251009.0,Retard < 30j
FAC-2025-03619,2024-12-29,2025-01-28,,CLI-0150,SVC-004,DEPT-007,10,1200.0,0,12000.0,2400.0,14400.0,Partielle,5871.3,459,2024,12,4,20241229,20250128,,Contentieux > 90j
FAC-2025-03620,2025-11-15,2026-01-14,,CLI-0091,SVC-021,DEPT-003,6,800.0,0,4800.0,960.0,5760.0,Partielle,1641.09,108,2025,11,4,20251115,20260114,,Contentieux > 90j
FAC-2025-03621,2024-09-30,2024-11-14,2024-11-24,CLI-0047,SVC-020,DEPT-004,4,1400.0,0,5600.0,1120.0,6720.0,Payée,5600.0,10,2024,9,3,20240930,20241114,20241124.0,Retard < 30j
FAC-2025-03622,2023-11-01,2023-12-31,,CLI-0107,SVC-008,DEPT-001,1,2500.0,10,2250.0,450.0,2700.0,Retard,0.0,853,2023,11,4,20231101,20231231,,Contentieux > 90j
FAC-2025-03623,2024-06-15,2024-07-15,2024-08-11,CLI-0064,SVC-005,DEPT-004,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,27,2024,6,2,20240615,20240715,20240811.0,Retard < 30j
FAC-2025-03624,2024-03-03,2024-04-17,,CLI-0122,SVC-020,DEPT-007,3,1400.0,15,3570.0,714.0,4284.0,Retard,0.0,745,2024,3,1,20240303,20240417,,Contentieux > 90j
FAC-2025-03625,2025-10-02,2025-11-01,,CLI-0083,SVC-004,DEPT-004,9,1200.0,0,10800.0,2160.0,12960.0,Retard,0.0,182,2025,10,4,20251002,20251101,,Contentieux > 90j
FAC-2025-03626,2023-05-27,2023-07-11,,CLI-0108,SVC-019,DEPT-001,12,180.0,10,1944.0,388.8,2332.8,Partielle,718.76,1026,2023,5,2,20230527,20230711,,Contentieux > 90j
FAC-2025-03627,2023-03-04,2023-04-18,,CLI-0031,SVC-009,DEPT-002,1,180.0,10,162.0,32.4,194.4,Retard,0.0,1110,2023,3,1,20230304,20230418,,Contentieux > 90j
FAC-2025-03628,2024-08-22,2024-09-21,,CLI-0135,SVC-013,DEPT-003,3,1100.0,0,3300.0,660.0,3960.0,Partielle,2436.76,588,2024,8,3,20240822,20240921,,Contentieux > 90j
FAC-2025-03629,2025-09-26,2025-11-10,2025-11-27,CLI-0019,SVC-005,DEPT-002,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,17,2025,9,3,20250926,20251110,20251127.0,Retard < 30j
FAC-2025-03630,2025-01-18,2025-02-17,2025-03-08,CLI-0079,SVC-016,DEPT-007,1,1800.0,5,1710.0,342.0,2052.0,Payée,1710.0,19,2025,1,1,20250118,20250217,20250308.0,Retard < 30j
FAC-2025-03631,2024-06-16,2024-07-16,2024-08-07,CLI-0146,SVC-014,DEPT-002,9,1500.0,0,13500.0,2700.0,16200.0,Payée,13500.0,22,2024,6,2,20240616,20240716,20240807.0,Retard < 30j
FAC-2025-03632,2024-08-12,2024-09-11,,CLI-0051,SVC-009,DEPT-001,1,180.0,5,171.0,34.2,205.2,Retard,0.0,598,2024,8,3,20240812,20240911,,Contentieux > 90j
FAC-2025-03633,2023-10-10,2023-11-09,2023-11-12,CLI-0097,SVC-014,DEPT-007,6,1500.0,0,9000.0,1800.0,10800.0,Payée,9000.0,3,2023,10,4,20231010,20231109,20231112.0,Retard < 30j
FAC-2025-03634,2025-02-23,2025-04-09,2025-04-11,CLI-0133,SVC-011,DEPT-002,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,2,2025,2,1,20250223,20250409,20250411.0,Retard < 30j
FAC-2025-03635,2023-09-16,2023-10-16,,CLI-0016,SVC-014,DEPT-002,8,1500.0,10,10800.0,2160.0,12960.0,Retard,0.0,929,2023,9,3,20230916,20231016,,Contentieux > 90j
FAC-2025-03636,2024-10-16,2024-11-15,2024-11-23,CLI-0181,SVC-008,DEPT-003,1,2500.0,5,2375.0,475.0,2850.0,Payée,2375.0,8,2024,10,4,20241016,20241115,20241123.0,Retard < 30j
FAC-2025-03637,2023-05-30,2023-06-29,2023-07-21,CLI-0086,SVC-005,DEPT-003,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,22,2023,5,2,20230530,20230629,20230721.0,Retard < 30j
FAC-2025-03638,2023-10-29,2023-11-28,2023-12-24,CLI-0002,SVC-006,DEPT-004,1,450.0,5,427.5,85.5,513.0,Payée,427.5,26,2023,10,4,20231029,20231128,20231224.0,Retard < 30j
FAC-2025-03639,2023-01-13,2023-02-27,,CLI-0169,SVC-023,DEPT-007,5,750.0,10,3375.0,675.0,4050.0,Contentieux,0.0,1160,2023,1,1,20230113,20230227,,Contentieux > 90j
FAC-2025-03640,2025-02-04,2025-04-05,2025-04-05,CLI-0144,SVC-005,DEPT-004,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,0,2025,2,1,20250204,20250405,20250405.0,Dans les délais
FAC-2025-03641,2024-04-16,2024-05-16,2024-05-16,CLI-0007,SVC-007,DEPT-003,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,0,2024,4,2,20240416,20240516,20240516.0,Dans les délais
FAC-2025-03642,2023-10-22,2023-11-21,2023-11-25,CLI-0141,SVC-018,DEPT-001,1,6500.0,5,6175.0,1235.0,7410.0,Payée,6175.0,4,2023,10,4,20231022,20231121,20231125.0,Retard < 30j
FAC-2025-03643,2024-07-06,2024-08-05,,CLI-0174,SVC-023,DEPT-004,6,750.0,0,4500.0,900.0,5400.0,Partielle,2448.53,635,2024,7,3,20240706,20240805,,Contentieux > 90j
FAC-2025-03644,2024-02-08,2024-03-24,,CLI-0004,SVC-013,DEPT-007,7,1100.0,5,7315.0,1463.0,8778.0,Retard,0.0,769,2024,2,1,20240208,20240324,,Contentieux > 90j
FAC-2025-03645,2023-01-09,2023-02-08,,CLI-0135,SVC-007,DEPT-002,1,1200.0,0,1200.0,240.0,1440.0,Contentieux,0.0,1179,2023,1,1,20230109,20230208,,Contentieux > 90j
FAC-2025-03646,2025-11-26,2025-12-26,,CLI-0007,SVC-002,DEPT-003,1,8500.0,0,8500.0,1700.0,10200.0,Partielle,3087.63,127,2025,11,4,20251126,20251226,,Contentieux > 90j
FAC-2025-03647,2024-02-24,2024-04-09,2024-05-02,CLI-0167,SVC-007,DEPT-007,1,1200.0,15,1020.0,204.0,1224.0,Payée,1020.0,23,2024,2,1,20240224,20240409,20240502.0,Retard < 30j
FAC-2025-03648,2025-11-09,2025-12-24,,CLI-0122,SVC-001,DEPT-007,1,3500.0,0,3500.0,700.0,4200.0,Contentieux,0.0,129,2025,11,4,20251109,20251224,,Contentieux > 90j
FAC-2025-03649,2025-10-18,2025-12-17,2026-01-02,CLI-0184,SVC-013,DEPT-003,2,1100.0,5,2090.0,418.0,2508.0,Payée,2090.0,16,2025,10,4,20251018,20251217,20260102.0,Retard < 30j
FAC-2025-03650,2025-06-09,2025-07-24,2025-08-11,CLI-0185,SVC-010,DEPT-004,39,45.0,0,1755.0,351.0,2106.0,Payée,1755.0,18,2025,6,2,20250609,20250724,20250811.0,Retard < 30j
FAC-2025-03651,2023-04-17,2023-06-01,2023-06-19,CLI-0090,SVC-019,DEPT-001,5,180.0,10,810.0,162.0,972.0,Payée,810.0,18,2023,4,2,20230417,20230601,20230619.0,Retard < 30j
FAC-2025-03652,2025-02-05,2025-04-06,,CLI-0173,SVC-007,DEPT-001,1,1200.0,0,1200.0,240.0,1440.0,Retard,0.0,391,2025,2,1,20250205,20250406,,Contentieux > 90j
FAC-2025-03653,2024-11-10,2024-12-10,2025-01-07,CLI-0023,SVC-004,DEPT-001,5,1200.0,0,6000.0,1200.0,7200.0,Payée,6000.0,28,2024,11,4,20241110,20241210,20250107.0,Retard < 30j
FAC-2025-03654,2024-03-19,2024-04-18,,CLI-0166,SVC-002,DEPT-007,1,8500.0,15,7225.0,1445.0,8670.0,Retard,0.0,744,2024,3,1,20240319,20240418,,Contentieux > 90j
FAC-2025-03655,2023-03-15,2023-05-14,2023-05-27,CLI-0196,SVC-024,DEPT-001,5,700.0,0,3500.0,700.0,4200.0,Payée,3500.0,13,2023,3,1,20230315,20230514,20230527.0,Retard < 30j
FAC-2025-03656,2023-05-11,2023-06-25,2023-07-22,CLI-0087,SVC-008,DEPT-003,1,2500.0,0,2500.0,500.0,3000.0,Payée,2500.0,27,2023,5,2,20230511,20230625,20230722.0,Retard < 30j
FAC-2025-03657,2024-03-13,2024-04-12,2024-04-13,CLI-0023,SVC-022,DEPT-003,6,600.0,0,3600.0,720.0,4320.0,Payée,3600.0,1,2024,3,1,20240313,20240412,20240413.0,Retard < 30j
FAC-2025-03658,2024-03-20,2024-04-19,2024-05-16,CLI-0158,SVC-021,DEPT-001,8,800.0,0,6400.0,1280.0,7680.0,Payée,6400.0,27,2024,3,1,20240320,20240419,20240516.0,Retard < 30j
FAC-2025-03659,2023-01-25,2023-03-11,2023-03-26,CLI-0059,SVC-002,DEPT-004,1,8500.0,0,8500.0,1700.0,10200.0,Payée,8500.0,15,2023,1,1,20230125,20230311,20230326.0,Retard < 30j
FAC-2025-03660,2023-08-14,2023-10-13,,CLI-0091,SVC-015,DEPT-007,1,2800.0,0,2800.0,560.0,3360.0,Retard,0.0,932,2023,8,3,20230814,20231013,,Contentieux > 90j
FAC-2025-03661,2023-07-06,2023-08-05,2023-08-09,CLI-0084,SVC-002,DEPT-004,1,8500.0,15,7225.0,1445.0,8670.0,Payée,7225.0,4,2023,7,3,20230706,20230805,20230809.0,Retard < 30j
FAC-2025-03662,2025-12-15,2026-01-14,2026-01-15,CLI-0032,SVC-013,DEPT-004,9,1100.0,5,9405.0,1881.0,11286.0,Payée,9405.0,1,2025,12,4,20251215,20260114,20260115.0,Retard < 30j
FAC-2025-03663,2025-01-19,2025-02-18,2025-03-18,CLI-0028,SVC-004,DEPT-004,9,1200.0,10,9720.0,1944.0,11664.0,Payée,9720.0,28,2025,1,1,20250119,20250218,20250318.0,Retard < 30j
FAC-2025-03664,2025-08-20,2025-09-19,2025-10-06,CLI-0035,SVC-003,DEPT-007,1,22000.0,10,19800.0,3960.0,23760.0,Payée,19800.0,17,2025,8,3,20250820,20250919,20251006.0,Retard < 30j
FAC-2025-03665,2024-02-12,2024-03-28,2024-03-28,CLI-0160,SVC-007,DEPT-003,1,1200.0,0,1200.0,240.0,1440.0,Payée,1200.0,0,2024,2,1,20240212,20240328,20240328.0,Dans les délais
FAC-2025-03666,2024-02-29,2024-03-30,2024-04-28,CLI-0008,SVC-011,DEPT-001,1,4500.0,0,4500.0,900.0,5400.0,Payée,4500.0,29,2024,2,1,20240229,20240330,20240428.0,Retard < 30j
FAC-2025-03667,2025-05-14,2025-08-12,,CLI-0179,SVC-012,DEPT-007,1,3200.0,0,3200.0,640.0,3840.0,Retard,0.0,263,2025,5,2,20250514,20250812,,Contentieux > 90j
FAC-2025-03668,2025-01-16,2025-03-02,,CLI-0117,SVC-008,DEPT-007,1,2500.0,15,2125.0,425.0,2550.0,Contentieux,0.0,426,2025,1,1,20250116,20250302,,Contentieux > 90j
FAC-2025-03669,2023-12-01,2024-01-15,2024-01-19,CLI-0180,SVC-017,DEPT-001,1,950.0,0,950.0,190.0,1140.0,Payée,950.0,4,2023,12,4,20231201,20240115,20240119.0,Retard < 30j
FAC-2025-03670,2025-09-14,2025-10-14,2025-10-30,CLI-0145,SVC-023,DEPT-007,6,750.0,0,4500.0,900.0,5400.0,Payée,4500.0,16,2025,9,3,20250914,20251014,20251030.0,Retard < 30j
FAC-2025-03671,2025-05-26,2025-06-25,,CLI-0086,SVC-014,DEPT-002,9,1500.0,0,13500.0,2700.0,16200.0,Partielle,4079.03,311,2025,5,2,20250526,20250625,,Contentieux > 90j
FAC-2025-03672,2025-11-21,2025-12-21,2026-01-14,CLI-0002,SVC-005,DEPT-002,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,24,2025,11,4,20251121,20251221,20260114.0,Retard < 30j
FAC-2025-03673,2025-05-30,2025-06-29,2025-07-10,CLI-0148,SVC-013,DEPT-003,10,1100.0,0,11000.0,2200.0,13200.0,Payée,11000.0,11,2025,5,2,20250530,20250629,20250710.0,Retard < 30j
FAC-2025-03674,2025-01-29,2025-03-15,2025-04-12,CLI-0020,SVC-021,DEPT-003,1,800.0,0,800.0,160.0,960.0,Payée,800.0,28,2025,1,1,20250129,20250315,20250412.0,Retard < 30j
FAC-2025-03675,2023-08-07,2023-09-21,2023-09-28,CLI-0095,SVC-014,DEPT-001,4,1500.0,0,6000.0,1200.0,7200.0,Payée,6000.0,7,2023,8,3,20230807,20230921,20230928.0,Retard < 30j
FAC-2025-03676,2025-08-24,2025-10-23,,CLI-0165,SVC-019,DEPT-004,6,180.0,10,972.0,194.4,1166.4,Retard,0.0,191,2025,8,3,20250824,20251023,,Contentieux > 90j
FAC-2025-03677,2023-12-08,2024-01-07,,CLI-0070,SVC-018,DEPT-004,1,6500.0,15,5525.0,1105.0,6630.0,Retard,0.0,846,2023,12,4,20231208,20240107,,Contentieux > 90j
FAC-2025-03678,2023-08-26,2023-09-25,2023-09-28,CLI-0142,SVC-024,DEPT-003,2,700.0,10,1260.0,252.0,1512.0,Payée,1260.0,3,2023,8,3,20230826,20230925,20230928.0,Retard < 30j
FAC-2025-03679,2025-09-11,2025-10-11,2025-10-11,CLI-0041,SVC-023,DEPT-001,9,750.0,10,6075.0,1215.0,7290.0,Payée,6075.0,0,2025,9,3,20250911,20251011,20251011.0,Dans les délais
FAC-2025-03680,2023-10-27,2023-12-11,,CLI-0139,SVC-003,DEPT-003,1,22000.0,0,22000.0,4400.0,26400.0,Retard,0.0,873,2023,10,4,20231027,20231211,,Contentieux > 90j
FAC-2025-03681,2024-08-27,2024-10-11,2024-10-11,CLI-0045,SVC-007,DEPT-003,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,0,2024,8,3,20240827,20241011,20241011.0,Dans les délais
FAC-2025-03682,2025-07-04,2025-09-02,2025-09-24,CLI-0149,SVC-023,DEPT-001,8,750.0,0,6000.0,1200.0,7200.0,Payée,6000.0,22,2025,7,3,20250704,20250902,20250924.0,Retard < 30j
FAC-2025-03683,2025-08-30,2025-10-14,,CLI-0177,SVC-019,DEPT-004,5,180.0,0,900.0,180.0,1080.0,Retard,0.0,200,2025,8,3,20250830,20251014,,Contentieux > 90j
FAC-2025-03684,2025-04-04,2025-05-04,2025-05-23,CLI-0110,SVC-013,DEPT-007,8,1100.0,0,8800.0,1760.0,10560.0,Payée,8800.0,19,2025,4,2,20250404,20250504,20250523.0,Retard < 30j
FAC-2025-03685,2024-08-11,2024-10-10,2024-10-28,CLI-0074,SVC-007,DEPT-002,1,1200.0,5,1140.0,228.0,1368.0,Payée,1140.0,18,2024,8,3,20240811,20241010,20241028.0,Retard < 30j
FAC-2025-03686,2023-10-11,2023-11-10,,CLI-0050,SVC-010,DEPT-002,44,45.0,0,1980.0,396.0,2376.0,Retard,0.0,904,2023,10,4,20231011,20231110,,Contentieux > 90j
FAC-2025-03687,2024-02-15,2024-04-15,2024-04-15,CLI-0143,SVC-020,DEPT-003,3,1400.0,0,4200.0,840.0,5040.0,Payée,4200.0,0,2024,2,1,20240215,20240415,20240415.0,Dans les délais
FAC-2025-03688,2023-01-28,2023-02-27,,CLI-0076,SVC-020,DEPT-004,8,1400.0,0,11200.0,2240.0,13440.0,Retard,0.0,1160,2023,1,1,20230128,20230227,,Contentieux > 90j
FAC-2025-03689,2023-04-13,2023-05-13,,CLI-0076,SVC-014,DEPT-007,2,1500.0,0,3000.0,600.0,3600.0,Retard,0.0,1085,2023,4,2,20230413,20230513,,Contentieux > 90j
FAC-2025-03690,2024-11-04,2024-12-19,,CLI-0037,SVC-003,DEPT-001,1,22000.0,0,22000.0,4400.0,26400.0,Retard,0.0,499,2024,11,4,20241104,20241219,,Contentieux > 90j
FAC-2025-03691,2023-11-07,2023-12-22,2023-12-25,CLI-0020,SVC-013,DEPT-004,7,1100.0,0,7700.0,1540.0,9240.0,Payée,7700.0,3,2023,11,4,20231107,20231222,20231225.0,Retard < 30j
FAC-2025-03692,2024-03-03,2024-04-02,,CLI-0110,SVC-018,DEPT-003,1,6500.0,5,6175.0,1235.0,7410.0,Retard,0.0,760,2024,3,1,20240303,20240402,,Contentieux > 90j
FAC-2025-03693,2024-02-21,2024-04-06,2024-05-03,CLI-0183,SVC-015,DEPT-002,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,27,2024,2,1,20240221,20240406,20240503.0,Retard < 30j
FAC-2025-03694,2023-07-02,2023-08-16,2023-09-05,CLI-0112,SVC-016,DEPT-004,1,1800.0,5,1710.0,342.0,2052.0,Payée,1710.0,20,2023,7,3,20230702,20230816,20230905.0,Retard < 30j
FAC-2025-03695,2024-05-31,2024-06-30,,CLI-0174,SVC-003,DEPT-007,1,22000.0,0,22000.0,4400.0,26400.0,Contentieux,0.0,671,2024,5,2,20240531,20240630,,Contentieux > 90j
FAC-2025-03696,2025-03-04,2025-05-03,2025-05-07,CLI-0130,SVC-021,DEPT-001,5,800.0,5,3800.0,760.0,4560.0,Payée,3800.0,4,2025,3,1,20250304,20250503,20250507.0,Retard < 30j
FAC-2025-03697,2025-10-10,2025-11-09,,CLI-0064,SVC-003,DEPT-004,1,22000.0,5,20900.0,4180.0,25080.0,Retard,0.0,174,2025,10,4,20251010,20251109,,Contentieux > 90j
FAC-2025-03698,2023-10-27,2023-11-26,2023-12-16,CLI-0134,SVC-012,DEPT-007,1,3200.0,5,3040.0,608.0,3648.0,Payée,3040.0,20,2023,10,4,20231027,20231126,20231216.0,Retard < 30j
FAC-2025-03699,2023-12-07,2024-01-21,2024-01-24,CLI-0105,SVC-009,DEPT-003,1,180.0,15,153.0,30.6,183.6,Payée,153.0,3,2023,12,4,20231207,20240121,20240124.0,Retard < 30j
FAC-2025-03700,2023-03-12,2023-04-26,,CLI-0001,SVC-002,DEPT-002,1,8500.0,5,8075.0,1615.0,9690.0,Retard,0.0,1102,2023,3,1,20230312,20230426,,Contentieux > 90j
FAC-2025-03701,2025-03-12,2025-04-11,2025-04-30,CLI-0006,SVC-018,DEPT-001,1,6500.0,5,6175.0,1235.0,7410.0,Payée,6175.0,19,2025,3,1,20250312,20250411,20250430.0,Retard < 30j
FAC-2025-03702,2023-02-19,2023-04-05,2023-04-13,CLI-0101,SVC-003,DEPT-002,1,22000.0,0,22000.0,4400.0,26400.0,Payée,22000.0,8,2023,2,1,20230219,20230405,20230413.0,Retard < 30j
FAC-2025-03703,2025-03-31,2025-04-30,,CLI-0152,SVC-004,DEPT-002,4,1200.0,5,4560.0,912.0,5472.0,Partielle,2955.05,367,2025,3,1,20250331,20250430,,Contentieux > 90j
FAC-2025-03704,2025-05-11,2025-07-10,,CLI-0074,SVC-011,DEPT-002,1,4500.0,10,4050.0,810.0,4860.0,Partielle,1987.31,296,2025,5,2,20250511,20250710,,Contentieux > 90j
FAC-2025-03705,2023-04-30,2023-06-14,2023-06-14,CLI-0004,SVC-003,DEPT-007,1,22000.0,0,22000.0,4400.0,26400.0,Payée,22000.0,0,2023,4,2,20230430,20230614,20230614.0,Dans les délais
FAC-2025-03706,2024-04-25,2024-05-25,2024-05-25,CLI-0181,SVC-019,DEPT-003,4,180.0,0,720.0,144.0,864.0,Payée,720.0,0,2024,4,2,20240425,20240525,20240525.0,Dans les délais
FAC-2025-03707,2023-12-22,2024-02-20,,CLI-0164,SVC-002,DEPT-002,1,8500.0,0,8500.0,1700.0,10200.0,Contentieux,0.0,802,2023,12,4,20231222,20240220,,Contentieux > 90j
FAC-2025-03708,2024-07-24,2024-09-07,,CLI-0105,SVC-023,DEPT-002,2,750.0,0,1500.0,300.0,1800.0,Partielle,900.1,602,2024,7,3,20240724,20240907,,Contentieux > 90j
FAC-2025-03709,2023-04-14,2023-05-29,2023-06-09,CLI-0190,SVC-022,DEPT-002,10,600.0,5,5700.0,1140.0,6840.0,Payée,5700.0,11,2023,4,2,20230414,20230529,20230609.0,Retard < 30j
FAC-2025-03710,2025-05-04,2025-08-02,2025-08-23,CLI-0195,SVC-015,DEPT-004,1,2800.0,0,2800.0,560.0,3360.0,Payée,2800.0,21,2025,5,2,20250504,20250802,20250823.0,Retard < 30j
FAC-2025-03711,2023-02-20,2023-03-22,,CLI-0052,SVC-018,DEPT-002,1,6500.0,0,6500.0,1300.0,7800.0,Retard,0.0,1137,2023,2,1,20230220,20230322,,Contentieux > 90j
FAC-2025-03712,2025-05-28,2025-06-27,,CLI-0044,SVC-022,DEPT-007,9,600.0,0,5400.0,1080.0,6480.0,Partielle,3956.09,309,2025,5,2,20250528,20250627,,Contentieux > 90j
FAC-2025-03713,2024-06-09,2024-07-24,,CLI-0096,SVC-015,DEPT-003,1,2800.0,5,2660.0,532.0,3192.0,Retard,0.0,647,2024,6,2,20240609,20240724,,Contentieux > 90j
FAC-2025-03714,2023-06-30,2023-08-29,2023-09-28,CLI-0069,SVC-003,DEPT-002,1,22000.0,0,22000.0,4400.0,26400.0,Payée,22000.0,30,2023,6,2,20230630,20230829,20230928.0,Retard < 30j
FAC-2025-03715,2025-06-05,2025-07-05,2025-07-28,CLI-0076,SVC-001,DEPT-007,1,3500.0,0,3500.0,700.0,4200.0,Payée,3500.0,23,2025,6,2,20250605,20250705,20250728.0,Retard < 30j
FAC-2025-03716,2023-10-13,2023-11-12,,CLI-0155,SVC-010,DEPT-003,7,45.0,0,315.0,63.0,378.0,Contentieux,0.0,902,2023,10,4,20231013,20231112,,Contentieux > 90j
FAC-2025-03717,2025-05-14,2025-06-13,,CLI-0044,SVC-022,DEPT-003,10,600.0,0,6000.0,1200.0,7200.0,Contentieux,0.0,323,2025,5,2,20250514,20250613,,Contentieux > 90j
FAC-2025-03718,2023-08-01,2023-08-31,2023-09-25,CLI-0199,SVC-001,DEPT-001,1,3500.0,0,3500.0,700.0,4200.0,Payée,3500.0,25,2023,8,3,20230801,20230831,20230925.0,Retard < 30j
FAC-2025-03719,2025-09-07,2025-11-06,,CLI-0157,SVC-016,DEPT-007,1,1800.0,0,1800.0,360.0,2160.0,Partielle,1132.38,177,2025,9,3,20250907,20251106,,Contentieux > 90j
FAC-2025-03720,2024-04-28,2024-06-27,,CLI-0068,SVC-014,DEPT-001,7,1500.0,0,10500.0,2100.0,12600.0,Partielle,6650.53,674,2024,4,2,20240428,20240627,,Contentieux > 90j
FAC-2025-03721,2025-03-23,2025-04-22,2025-04-27,CLI-0027,SVC-024,DEPT-002,3,700.0,0,2100.0,420.0,2520.0,Payée,2100.0,5,2025,3,1,20250323,20250422,20250427.0,Retard < 30j
FAC-2025-03722,2025-06-09,2025-07-09,,CLI-0134,SVC-014,DEPT-001,8,1500.0,0,12000.0,2400.0,14400.0,Retard,0.0,297,2025,6,2,20250609,20250709,,Contentieux > 90j
FAC-2025-03723,2024-02-03,2024-03-04,2024-03-24,CLI-0174,SVC-023,DEPT-003,8,750.0,5,5700.0,1140.0,6840.0,Payée,5700.0,20,2024,2,1,20240203,20240304,20240324.0,Retard < 30j
FAC-2025-03724,2023-01-02,2023-02-01,2023-02-11,CLI-0052,SVC-006,DEPT-003,1,450.0,0,450.0,90.0,540.0,Payée,450.0,10,2023,1,1,20230102,20230201,20230211.0,Retard < 30j
FAC-2025-03725,2023-08-06,2023-10-05,2023-10-30,CLI-0173,SVC-018,DEPT-004,1,6500.0,0,6500.0,1300.0,7800.0,Payée,6500.0,25,2023,8,3,20230806,20231005,20231030.0,Retard < 30j
FAC-2025-03726,2025-06-07,2025-07-07,2025-08-02,CLI-0145,SVC-005,DEPT-004,1,15000.0,0,15000.0,3000.0,18000.0,Payée,15000.0,26,2025,6,2,20250607,20250707,20250802.0,Retard < 30j
FAC-2025-03727,2024-01-20,2024-03-05,2024-04-03,CLI-0094,SVC-001,DEPT-001,1,3500.0,10,3150.0,630.0,3780.0,Payée,3150.0,29,2024,1,1,20240120,20240305,20240403.0,Retard < 30j
FAC-2025-03728,2023-05-29,2023-07-13,,CLI-0101,SVC-001,DEPT-004,1,3500.0,10,3150.0,630.0,3780.0,Partielle,1403.18,1024,2023,5,2,20230529,20230713,,Contentieux > 90j
FAC-2025-03729,2024-11-06,2024-12-21,2024-12-21,CLI-0033,SVC-013,DEPT-002,8,1100.0,0,8800.0,1760.0,10560.0,Payée,8800.0,0,2024,11,4,20241106,20241221,20241221.0,Dans les délais
FAC-2025-03730,2025-03-22,2025-05-06,2025-06-04,CLI-0180,SVC-012,DEPT-004,1,3200.0,0,3200.0,640.0,3840.0,Payée,3200.0,29,2025,3,1,20250322,20250506,20250604.0,Retard < 30j
FAC-2025-03731,2023-08-22,2023-10-21,2023-11-08,CLI-0024,SVC-021,DEPT-001,5,800.0,0,4000.0,800.0,4800.0,Payée,4000.0,18,2023,8,3,20230822,20231021,20231108.0,Retard < 30j
FAC-2025-03732,2024-01-12,2024-02-11,,CLI-0002,SVC-023,DEPT-002,5,750.0,0,3750.0,750.0,4500.0,Retard,0.0,811,2024,1,1,20240112,20240211,,Contentieux > 90j
