numero_piece,date_charge,code_dept,categorie_charge,sous_categorie,fournisseur,nature_charge,montant_ht,montant_tva,montant_ttc,est_budgetee,date_id_charge,annee,mois
PCE-002583,2023-01-05,DEPT-003,Sous-traitance,Consultants,IBM MADA,Exploitation,8823.03,1764.61,10587.64,1,20230105,2023,1
PCE-002584,2024-09-24,DEPT-004,Sous-traitance,Prestations ponctuelles,ORANGE PRO,Exploitation,4713.86,942.77,5656.63,1,20240924,2024,9
PCE-002585,2025-06-29,DEPT-001,Sous-traitance,Prestations ponctuelles,FORMATION PLUS,Exploitation,3424.75,684.95,4109.7,1,20250629,2025,6
PCE-002586,2024-01-15,DEPT-008,Loyer & Charges locatives,Assurance locaux,SECURITE MADA,Exploitation,3746.24,0.0,3746.24,1,20240115,2024,1
PCE-002587,2023-03-07,DEPT-001,Sous-traitance,Prestations ponctuelles,TRANSPORT EXPRESS,Exploitation,17452.23,3490.45,20942.68,0,20230307,2023,3
PCE-002588,2025-07-30,DEPT-002,Sous-traitance,Expertise externe,ORACLE,Exploitation,5274.46,1054.89,6329.35,1,20250730,2025,7
PCE-002589,2024-04-10,DEPT-002,Formation & Développement,Certifications,SECURITE MADA,Exploitation,517.1,103.42,620.52,1,20240410,2024,4
PCE-002590,2024-09-18,DEPT-008,Loyer & Charges locatives,Charges communes,ORANGE PRO,Exploitation,3526.95,0.0,3526.95,1,20240918,2024,9
PCE-002591,2023-06-21,DEPT-008,Loyer & Charges locatives,Assurance locaux,SECURITE MADA,Exploitation,7464.28,0.0,7464.28,1,20230621,2023,6
PCE-002592,2025-06-03,DEPT-005,Fournitures & Consommables,Fournitures de bureau,ORACLE,Exploitation,1408.36,281.67,1690.03,0,20250603,2025,6
PCE-002593,2023-08-17,DEPT-002,Sous-traitance,Consultants,SECURITE MADA,Exploitation,11809.13,2361.83,14170.96,1,20230817,2023,8
PCE-002594,2024-07-29,DEPT-008,Loyer & Charges locatives,Loyer bureaux,HOTEL COLBERT,Exploitation,3745.27,0.0,3745.27,1,20240729,2024,7
PCE-002595,2023-06-07,DEPT-002,Déplacements & Missions,Transport,ORANGE PRO,Exploitation,1195.85,239.17,1435.02,0,20230607,2023,6
PCE-002596,2025-08-07,DEPT-001,Sous-traitance,Consultants,AGENCE VOYAGE,Exploitation,10367.07,2073.41,12440.48,1,20250807,2025,8
PCE-002597,2023-04-26,DEPT-006,Informatique & Licences,Licences logiciels,BAILLEUR IMMO,Exploitation,14002.73,2800.55,16803.28,0,20230426,2023,4
PCE-002598,2024-08-30,DEPT-008,Informatique & Licences,Maintenance SI,AGENCE VOYAGE,Exploitation,14615.49,2923.1,17538.59,1,20240830,2024,8
PCE-002599,2023-08-28,DEPT-002,Salaires & Charges sociales,Charges patronales,MICROSOFT MADA,Exploitation,54902.77,0.0,54902.77,1,20230828,2023,8
PCE-002600,2025-08-23,DEPT-006,Informatique & Licences,Licences logiciels,IBM MADA,Exploitation,5834.44,1166.89,7001.33,1,20250823,2025,8
PCE-002601,2025-04-21,DEPT-003,Déplacements & Missions,Transport,CONSULTANTS SA,Exploitation,2301.12,460.22,2761.34,1,20250421,2025,4
PCE-002602,2025-08-30,DEPT-003,Sous-traitance,Consultants,FORMATION PLUS,Exploitation,19880.82,3976.16,23856.98,1,20250830,2025,8
PCE-002603,2023-07-06,DEPT-003,Sous-traitance,Prestations ponctuelles,ORANGE PRO,Exploitation,15156.65,3031.33,18187.98,1,20230706,2023,7
PCE-002604,2025-03-06,DEPT-002,Sous-traitance,Expertise externe,MICROSOFT MADA,Exploitation,5310.56,1062.11,6372.67,1,20250306,2025,3
PCE-002605,2023-06-09,DEPT-005,Fournitures & Consommables,Consommables informatique,MICROSOFT MADA,Exploitation,850.34,170.07,1020.41,1,20230609,2023,6
PCE-002606,2023-08-20,DEPT-006,Informatique & Licences,Matériel informatique,SECURITE MADA,Exploitation,1853.88,370.78,2224.66,1,20230820,2023,8
PCE-002607,2023-06-27,DEPT-005,Formation & Développement,Certifications,TOTAL MADA,Exploitation,737.23,147.45,884.68,1,20230627,2023,6
PCE-002608,2023-03-17,DEPT-008,Informatique & Licences,Matériel informatique,FORMATION PLUS,Exploitation,6062.1,1212.42,7274.52,1,20230317,2023,3
PCE-002609,2023-11-24,DEPT-006,Informatique & Licences,Cloud & hébergement,ORACLE,Exploitation,13024.67,2604.93,15629.6,1,20231124,2023,11
PCE-002610,2025-03-16,DEPT-003,Sous-traitance,Consultants,AGENCE VOYAGE,Exploitation,7396.66,1479.33,8875.99,0,20250316,2025,3
PCE-002611,2023-06-07,DEPT-008,Loyer & Charges locatives,Charges communes,IT SOLUTIONS,Exploitation,4594.98,0.0,4594.98,1,20230607,2023,6
PCE-002612,2023-04-20,DEPT-008,Fournitures & Consommables,Documentation,IT SOLUTIONS,Exploitation,388.82,77.76,466.58,1,20230420,2023,4
PCE-002613,2024-07-31,DEPT-004,Sous-traitance,Expertise externe,ORACLE,Exploitation,4012.57,802.51,4815.08,0,20240731,2024,7
PCE-002614,2025-05-18,DEPT-002,Déplacements & Missions,Transport,AGENCE VOYAGE,Exploitation,1465.31,293.06,1758.37,1,20250518,2025,5
PCE-002615,2025-09-13,DEPT-002,Formation & Développement,Certifications,CONSULTANTS SA,Exploitation,2254.28,450.86,2705.14,1,20250913,2025,9
PCE-002616,2024-07-22,DEPT-006,Salaires & Charges sociales,Salaires bruts,SECURITE MADA,Exploitation,65356.0,0.0,65356.0,0,20240722,2024,7
PCE-002617,2024-08-25,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,6344.37,0.0,6344.37,1,20240825,2024,8
PCE-002618,2025-05-24,DEPT-003,Sous-traitance,Consultants,CONSULTANTS SA,Exploitation,5953.76,1190.75,7144.51,0,20250524,2025,5
PCE-002619,2025-12-26,DEPT-007,Déplacements & Missions,Transport,CONSULTANTS SA,Exploitation,347.28,69.46,416.74,1,20251226,2025,12
PCE-002620,2025-03-26,DEPT-003,Sous-traitance,Prestations ponctuelles,CONSULTANTS SA,Exploitation,1760.03,352.01,2112.04,0,20250326,2025,3
PCE-002621,2024-03-30,DEPT-001,Déplacements & Missions,Hôtel & restauration,AGENCE VOYAGE,Exploitation,393.47,78.69,472.16,1,20240330,2024,3
PCE-002622,2024-12-03,DEPT-003,Sous-traitance,Expertise externe,IT SOLUTIONS,Exploitation,5456.48,1091.3,6547.78,0,20241203,2024,12
PCE-002623,2023-07-16,DEPT-006,Salaires & Charges sociales,Charges patronales,SECURITE MADA,Exploitation,62917.94,0.0,62917.94,1,20230716,2023,7
PCE-002624,2024-06-06,DEPT-008,Loyer & Charges locatives,Loyer bureaux,NETTOYAGE SERVICE,Exploitation,2028.99,0.0,2028.99,1,20240606,2024,6
PCE-002625,2025-08-10,DEPT-002,Formation & Développement,Abonnements professionnels,AGENCE VOYAGE,Exploitation,3249.8,649.96,3899.76,0,20250810,2025,8
PCE-002626,2023-02-24,DEPT-003,Sous-traitance,Prestations ponctuelles,TRANSPORT EXPRESS,Exploitation,11093.25,2218.65,13311.9,1,20230224,2023,2
PCE-002627,2025-01-26,DEPT-002,Formation & Développement,Formations externes,AGENCE VOYAGE,Exploitation,4515.86,903.17,5419.03,0,20250126,2025,1
PCE-002628,2024-10-18,DEPT-008,Informatique & Licences,Maintenance SI,CONSULTANTS SA,Exploitation,4312.21,862.44,5174.65,1,20241018,2024,10
PCE-002629,2025-09-16,DEPT-008,Fournitures & Consommables,Fournitures de bureau,FORMATION PLUS,Exploitation,463.92,92.78,556.7,1,20250916,2025,9
PCE-002630,2023-04-29,DEPT-005,Fournitures & Consommables,Consommables informatique,FOURNITURES PRO,Exploitation,1123.7,224.74,1348.44,1,20230429,2023,4
PCE-002631,2025-09-04,DEPT-008,Loyer & Charges locatives,Assurance locaux,FOURNITURES PRO,Exploitation,3959.7,0.0,3959.7,1,20250904,2025,9
PCE-002632,2023-05-07,DEPT-008,Informatique & Licences,Maintenance SI,IT SOLUTIONS,Exploitation,12198.59,2439.72,14638.31,0,20230507,2023,5
PCE-002633,2025-09-12,DEPT-002,Sous-traitance,Expertise externe,SECURITE MADA,Exploitation,18601.75,3720.35,22322.1,0,20250912,2025,9
PCE-002634,2023-08-08,DEPT-008,Fournitures & Consommables,Consommables informatique,FOURNITURES PRO,Exploitation,566.97,113.39,680.36,1,20230808,2023,8
PCE-002635,2024-06-19,DEPT-002,Formation & Développement,Formations externes,FORMATION PLUS,Exploitation,2179.1,435.82,2614.92,1,20240619,2024,6
PCE-002636,2023-11-22,DEPT-001,Sous-traitance,Prestations ponctuelles,TRANSPORT EXPRESS,Exploitation,16265.75,3253.15,19518.9,1,20231122,2023,11
PCE-002637,2023-11-13,DEPT-001,Formation & Développement,Formations externes,TOTAL MADA,Exploitation,2588.72,517.74,3106.46,1,20231113,2023,11
PCE-002638,2023-10-28,DEPT-006,Salaires & Charges sociales,Avantages en nature,FORMATION PLUS,Exploitation,59614.04,0.0,59614.04,1,20231028,2023,10
PCE-002639,2024-01-26,DEPT-007,Déplacements & Missions,Hôtel & restauration,HOTEL COLBERT,Exploitation,1090.87,218.17,1309.04,0,20240126,2024,1
PCE-002640,2025-01-20,DEPT-004,Salaires & Charges sociales,Charges patronales,ORANGE PRO,Exploitation,20293.24,0.0,20293.24,1,20250120,2025,1
PCE-002641,2023-02-11,DEPT-008,Loyer & Charges locatives,Charges communes,SECURITE MADA,Exploitation,2390.61,0.0,2390.61,1,20230211,2023,2
PCE-002642,2025-09-14,DEPT-005,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,16828.58,0.0,16828.58,1,20250914,2025,9
PCE-002643,2024-03-08,DEPT-001,Salaires & Charges sociales,Charges patronales,CONSULTANTS SA,Exploitation,37052.66,0.0,37052.66,1,20240308,2024,3
PCE-002644,2024-03-30,DEPT-003,Sous-traitance,Expertise externe,ORANGE PRO,Exploitation,3920.18,784.04,4704.22,0,20240330,2024,3
PCE-002645,2025-07-23,DEPT-001,Salaires & Charges sociales,Salaires bruts,TRANSPORT EXPRESS,Exploitation,10820.97,0.0,10820.97,1,20250723,2025,7
PCE-002646,2023-02-27,DEPT-003,Déplacements & Missions,Hôtel & restauration,NETTOYAGE SERVICE,Exploitation,1933.5,386.7,2320.2,1,20230227,2023,2
PCE-002647,2023-04-27,DEPT-002,Déplacements & Missions,Hôtel & restauration,IBM MADA,Exploitation,1745.29,349.06,2094.35,1,20230427,2023,4
PCE-002648,2023-08-05,DEPT-005,Formation & Développement,Certifications,BAILLEUR IMMO,Exploitation,4886.16,977.23,5863.39,0,20230805,2023,8
PCE-002649,2023-12-13,DEPT-005,Fournitures & Consommables,Fournitures de bureau,TOTAL MADA,Exploitation,786.47,157.29,943.76,1,20231213,2023,12
PCE-002650,2025-03-29,DEPT-008,Salaires & Charges sociales,Charges patronales,ORACLE,Exploitation,52794.96,0.0,52794.96,1,20250329,2025,3
PCE-002651,2023-01-04,DEPT-002,Salaires & Charges sociales,Avantages en nature,IBM MADA,Exploitation,49580.29,0.0,49580.29,1,20230104,2023,1
PCE-002652,2025-01-28,DEPT-008,Loyer & Charges locatives,Charges communes,TRANSPORT EXPRESS,Exploitation,5778.32,0.0,5778.32,1,20250128,2025,1
PCE-002653,2023-05-27,DEPT-001,Sous-traitance,Prestations ponctuelles,IT SOLUTIONS,Exploitation,11339.39,2267.88,13607.27,1,20230527,2023,5
PCE-002654,2024-05-14,DEPT-008,Informatique & Licences,Licences logiciels,NETTOYAGE SERVICE,Exploitation,12256.21,2451.24,14707.45,1,20240514,2024,5
PCE-002655,2023-07-25,DEPT-003,Salaires & Charges sociales,Salaires bruts,TRANSPORT EXPRESS,Exploitation,5462.84,0.0,5462.84,1,20230725,2023,7
PCE-002656,2023-12-13,DEPT-004,Salaires & Charges sociales,Avantages en nature,TOTAL MADA,Exploitation,57667.65,0.0,57667.65,1,20231213,2023,12
PCE-002657,2023-07-16,DEPT-006,Informatique & Licences,Licences logiciels,TRANSPORT EXPRESS,Exploitation,12750.59,2550.12,15300.71,1,20230716,2023,7
PCE-002658,2024-02-06,DEPT-001,Déplacements & Missions,Transport,SECURITE MADA,Exploitation,2411.18,482.24,2893.42,0,20240206,2024,2
PCE-002659,2025-08-06,DEPT-007,Déplacements & Missions,Transport,TOTAL MADA,Exploitation,1421.84,284.37,1706.21,1,20250806,2025,8
PCE-002660,2023-08-14,DEPT-001,Sous-traitance,Consultants,IBM MADA,Exploitation,6350.64,1270.13,7620.77,1,20230814,2023,8
PCE-002661,2024-01-03,DEPT-003,Sous-traitance,Expertise externe,CONSULTANTS SA,Exploitation,11614.21,2322.84,13937.05,0,20240103,2024,1
PCE-002662,2024-06-10,DEPT-003,Déplacements & Missions,Carburant,FORMATION PLUS,Exploitation,2364.43,472.89,2837.32,0,20240610,2024,6
PCE-002663,2023-09-06,DEPT-001,Déplacements & Missions,Hôtel & restauration,TOTAL MADA,Exploitation,1411.38,282.28,1693.66,1,20230906,2023,9
PCE-002664,2023-11-16,DEPT-003,Sous-traitance,Prestations ponctuelles,AGENCE VOYAGE,Exploitation,16442.12,3288.42,19730.54,1,20231116,2023,11
PCE-002665,2024-10-31,DEPT-008,Informatique & Licences,Matériel informatique,IT SOLUTIONS,Exploitation,1022.49,204.5,1226.99,1,20241031,2024,10
PCE-002666,2023-06-21,DEPT-005,Formation & Développement,Certifications,NETTOYAGE SERVICE,Exploitation,4300.2,860.04,5160.24,1,20230621,2023,6
PCE-002667,2024-06-23,DEPT-004,Sous-traitance,Consultants,CONSULTANTS SA,Exploitation,13093.76,2618.75,15712.51,1,20240623,2024,6
PCE-002668,2024-11-04,DEPT-003,Sous-traitance,Expertise externe,ORACLE,Exploitation,1037.5,207.5,1245.0,0,20241104,2024,11
PCE-002669,2023-10-11,DEPT-001,Formation & Développement,Formations externes,IBM MADA,Exploitation,2385.19,477.04,2862.23,1,20231011,2023,10
PCE-002670,2025-08-06,DEPT-008,Salaires & Charges sociales,Charges patronales,ORANGE PRO,Exploitation,52201.77,0.0,52201.77,1,20250806,2025,8
PCE-002671,2024-02-02,DEPT-004,Sous-traitance,Expertise externe,TRANSPORT EXPRESS,Exploitation,3919.03,783.81,4702.84,1,20240202,2024,2
PCE-002672,2023-09-24,DEPT-008,Loyer & Charges locatives,Charges communes,AGENCE VOYAGE,Exploitation,2086.08,0.0,2086.08,1,20230924,2023,9
PCE-002673,2025-08-04,DEPT-002,Sous-traitance,Expertise externe,FOURNITURES PRO,Exploitation,6321.42,1264.28,7585.7,1,20250804,2025,8
PCE-002674,2025-09-28,DEPT-005,Formation & Développement,Abonnements professionnels,TOTAL MADA,Exploitation,2995.88,599.18,3595.06,1,20250928,2025,9
PCE-002675,2024-09-04,DEPT-007,Salaires & Charges sociales,Charges patronales,AGENCE VOYAGE,Exploitation,50910.44,0.0,50910.44,1,20240904,2024,9
PCE-002676,2025-07-08,DEPT-004,Sous-traitance,Expertise externe,FORMATION PLUS,Exploitation,15395.23,3079.05,18474.28,1,20250708,2025,7
PCE-002677,2025-06-08,DEPT-008,Loyer & Charges locatives,Assurance locaux,TOTAL MADA,Exploitation,7672.83,0.0,7672.83,1,20250608,2025,6
PCE-002678,2025-10-06,DEPT-008,Informatique & Licences,Cloud & hébergement,NETTOYAGE SERVICE,Exploitation,2283.63,456.73,2740.36,1,20251006,2025,10
PCE-002679,2025-10-25,DEPT-008,Informatique & Licences,Cloud & hébergement,HOTEL COLBERT,Exploitation,12806.21,2561.24,15367.45,1,20251025,2025,10
PCE-002680,2023-08-30,DEPT-007,Déplacements & Missions,Transport,BAILLEUR IMMO,Exploitation,886.33,177.27,1063.6,0,20230830,2023,8
PCE-002681,2024-06-05,DEPT-008,Loyer & Charges locatives,Assurance locaux,NETTOYAGE SERVICE,Exploitation,3003.87,0.0,3003.87,1,20240605,2024,6
PCE-002682,2025-12-03,DEPT-008,Loyer & Charges locatives,Loyer bureaux,IT SOLUTIONS,Exploitation,7453.53,0.0,7453.53,1,20251203,2025,12
PCE-002683,2023-12-22,DEPT-004,Sous-traitance,Consultants,ORACLE,Exploitation,16310.65,3262.13,19572.78,0,20231222,2023,12
PCE-002684,2025-12-30,DEPT-003,Sous-traitance,Prestations ponctuelles,SECURITE MADA,Exploitation,12999.92,2599.98,15599.9,1,20251230,2025,12
PCE-002685,2024-08-16,DEPT-003,Sous-traitance,Prestations ponctuelles,ORACLE,Exploitation,19634.81,3926.96,23561.77,0,20240816,2024,8
PCE-002686,2023-05-01,DEPT-002,Formation & Développement,Formations externes,MICROSOFT MADA,Exploitation,1350.97,270.19,1621.16,1,20230501,2023,5
PCE-002687,2023-07-25,DEPT-001,Formation & Développement,Certifications,SECURITE MADA,Exploitation,4324.05,864.81,5188.86,1,20230725,2023,7
PCE-002688,2024-08-24,DEPT-002,Sous-traitance,Expertise externe,MICROSOFT MADA,Exploitation,7822.97,1564.59,9387.56,0,20240824,2024,8
PCE-002689,2024-09-17,DEPT-008,Loyer & Charges locatives,Loyer bureaux,BAILLEUR IMMO,Exploitation,6736.78,0.0,6736.78,1,20240917,2024,9
PCE-002690,2025-05-04,DEPT-002,Déplacements & Missions,Carburant,CONSULTANTS SA,Exploitation,1641.15,328.23,1969.38,1,20250504,2025,5
PCE-002691,2025-04-30,DEPT-002,Formation & Développement,Certifications,ORACLE,Exploitation,4171.86,834.37,5006.23,0,20250430,2025,4
PCE-002692,2023-11-01,DEPT-005,Fournitures & Consommables,Documentation,CONSULTANTS SA,Exploitation,1030.35,206.07,1236.42,0,20231101,2023,11
PCE-002693,2023-01-02,DEPT-008,Fournitures & Consommables,Documentation,AGENCE VOYAGE,Exploitation,258.26,51.65,309.91,1,20230102,2023,1
PCE-002694,2023-06-09,DEPT-008,Salaires & Charges sociales,Salaires bruts,ORANGE PRO,Exploitation,72514.73,0.0,72514.73,1,20230609,2023,6
PCE-002695,2023-07-02,DEPT-006,Informatique & Licences,Maintenance SI,NETTOYAGE SERVICE,Exploitation,2170.4,434.08,2604.48,1,20230702,2023,7
PCE-002696,2024-03-09,DEPT-008,Loyer & Charges locatives,Loyer bureaux,FOURNITURES PRO,Exploitation,2414.8,0.0,2414.8,1,20240309,2024,3
PCE-002697,2023-08-20,DEPT-007,Salaires & Charges sociales,Charges patronales,TOTAL MADA,Exploitation,31864.21,0.0,31864.21,1,20230820,2023,8
PCE-002698,2023-05-12,DEPT-008,Fournitures & Consommables,Documentation,BAILLEUR IMMO,Exploitation,626.92,125.38,752.3,1,20230512,2023,5
PCE-002699,2025-01-25,DEPT-003,Salaires & Charges sociales,Salaires bruts,NETTOYAGE SERVICE,Exploitation,71523.74,0.0,71523.74,1,20250125,2025,1
PCE-002700,2025-01-29,DEPT-001,Sous-traitance,Expertise externe,TOTAL MADA,Exploitation,2222.73,444.55,2667.28,0,20250129,2025,1
PCE-002701,2024-06-26,DEPT-005,Formation & Développement,Certifications,HOTEL COLBERT,Exploitation,1827.05,365.41,2192.46,1,20240626,2024,6
PCE-002702,2023-10-11,DEPT-008,Loyer & Charges locatives,Charges communes,CONSULTANTS SA,Exploitation,6500.09,0.0,6500.09,1,20231011,2023,10
PCE-002703,2023-10-27,DEPT-006,Informatique & Licences,Licences logiciels,NETTOYAGE SERVICE,Exploitation,6973.8,1394.76,8368.56,1,20231027,2023,10
PCE-002704,2025-12-13,DEPT-005,Formation & Développement,Certifications,SECURITE MADA,Exploitation,1279.1,255.82,1534.92,0,20251213,2025,12
PCE-002705,2025-05-04,DEPT-001,Déplacements & Missions,Transport,ORACLE,Exploitation,2262.45,452.49,2714.94,1,20250504,2025,5
PCE-002706,2023-06-12,DEPT-008,Loyer & Charges locatives,Assurance locaux,FOURNITURES PRO,Exploitation,6479.62,0.0,6479.62,1,20230612,2023,6
PCE-002707,2025-09-01,DEPT-003,Sous-traitance,Expertise externe,AGENCE VOYAGE,Exploitation,19857.54,3971.51,23829.05,1,20250901,2025,9
PCE-002708,2024-08-20,DEPT-001,Formation & Développement,Abonnements professionnels,SECURITE MADA,Exploitation,1103.13,220.63,1323.76,1,20240820,2024,8
PCE-002709,2025-02-20,DEPT-006,Informatique & Licences,Matériel informatique,NETTOYAGE SERVICE,Exploitation,13384.85,2676.97,16061.82,1,20250220,2025,2
PCE-002710,2025-11-02,DEPT-001,Formation & Développement,Certifications,TRANSPORT EXPRESS,Exploitation,4424.36,884.87,5309.23,1,20251102,2025,11
PCE-002711,2023-10-03,DEPT-001,Formation & Développement,Certifications,NETTOYAGE SERVICE,Exploitation,3607.37,721.47,4328.84,1,20231003,2023,10
PCE-002712,2024-12-29,DEPT-005,Salaires & Charges sociales,Salaires bruts,FOURNITURES PRO,Exploitation,44922.66,0.0,44922.66,1,20241229,2024,12
PCE-002713,2024-08-22,DEPT-004,Sous-traitance,Expertise externe,FORMATION PLUS,Exploitation,10282.82,2056.56,12339.38,1,20240822,2024,8
PCE-002714,2024-11-14,DEPT-006,Informatique & Licences,Matériel informatique,IT SOLUTIONS,Exploitation,12344.21,2468.84,14813.05,1,20241114,2024,11
PCE-002715,2024-08-12,DEPT-001,Sous-traitance,Prestations ponctuelles,FORMATION PLUS,Exploitation,7457.47,1491.49,8948.96,0,20240812,2024,8
PCE-002716,2023-11-07,DEPT-008,Informatique & Licences,Maintenance SI,ORANGE PRO,Exploitation,2270.73,454.15,2724.88,1,20231107,2023,11
PCE-002717,2025-08-27,DEPT-005,Salaires & Charges sociales,Charges patronales,IBM MADA,Exploitation,38414.24,0.0,38414.24,1,20250827,2025,8
PCE-002718,2023-03-06,DEPT-008,Fournitures & Consommables,Consommables informatique,IT SOLUTIONS,Exploitation,1109.82,221.96,1331.78,1,20230306,2023,3
PCE-002719,2025-06-01,DEPT-008,Loyer & Charges locatives,Loyer bureaux,CONSULTANTS SA,Exploitation,5567.33,0.0,5567.33,1,20250601,2025,6
PCE-002720,2024-05-09,DEPT-006,Informatique & Licences,Licences logiciels,TRANSPORT EXPRESS,Exploitation,13932.63,2786.53,16719.16,1,20240509,2024,5
PCE-002721,2023-09-19,DEPT-005,Formation & Développement,Abonnements professionnels,BAILLEUR IMMO,Exploitation,3444.59,688.92,4133.51,1,20230919,2023,9
PCE-002722,2024-01-11,DEPT-002,Sous-traitance,Consultants,NETTOYAGE SERVICE,Exploitation,17460.76,3492.15,20952.91,1,20240111,2024,1
PCE-002723,2025-09-25,DEPT-002,Sous-traitance,Consultants,MICROSOFT MADA,Exploitation,13695.67,2739.13,16434.8,1,20250925,2025,9
PCE-002724,2025-01-11,DEPT-006,Informatique & Licences,Licences logiciels,IBM MADA,Exploitation,8197.11,1639.42,9836.53,1,20250111,2025,1
PCE-002725,2023-08-28,DEPT-008,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,9688.3,0.0,9688.3,1,20230828,2023,8
PCE-002726,2025-01-17,DEPT-008,Loyer & Charges locatives,Assurance locaux,FORMATION PLUS,Exploitation,5343.1,0.0,5343.1,1,20250117,2025,1
PCE-002727,2023-09-12,DEPT-008,Loyer & Charges locatives,Charges communes,IBM MADA,Exploitation,4021.41,0.0,4021.41,1,20230912,2023,9
PCE-002728,2025-10-11,DEPT-008,Fournitures & Consommables,Fournitures de bureau,IBM MADA,Exploitation,1340.27,268.05,1608.32,1,20251011,2025,10
PCE-002729,2024-03-17,DEPT-006,Informatique & Licences,Licences logiciels,IT SOLUTIONS,Exploitation,5553.83,1110.77,6664.6,1,20240317,2024,3
PCE-002730,2024-07-24,DEPT-006,Informatique & Licences,Cloud & hébergement,AGENCE VOYAGE,Exploitation,8308.5,1661.7,9970.2,1,20240724,2024,7
PCE-002731,2025-09-18,DEPT-008,Loyer & Charges locatives,Loyer bureaux,FORMATION PLUS,Exploitation,3277.55,0.0,3277.55,1,20250918,2025,9
PCE-002732,2024-02-18,DEPT-002,Sous-traitance,Expertise externe,FORMATION PLUS,Exploitation,17257.02,3451.4,20708.42,1,20240218,2024,2
PCE-002733,2023-10-17,DEPT-008,Fournitures & Consommables,Documentation,ORACLE,Exploitation,1406.67,281.33,1688.0,1,20231017,2023,10
PCE-002734,2025-08-24,DEPT-008,Loyer & Charges locatives,Charges communes,FORMATION PLUS,Exploitation,4888.47,0.0,4888.47,1,20250824,2025,8
PCE-002735,2023-10-08,DEPT-003,Déplacements & Missions,Transport,NETTOYAGE SERVICE,Exploitation,331.99,66.4,398.39,1,20231008,2023,10
PCE-002736,2025-02-08,DEPT-002,Déplacements & Missions,Carburant,FOURNITURES PRO,Exploitation,1924.68,384.94,2309.62,1,20250208,2025,2
PCE-002737,2025-03-21,DEPT-008,Informatique & Licences,Cloud & hébergement,ORANGE PRO,Exploitation,8010.81,1602.16,9612.97,1,20250321,2025,3
PCE-002738,2024-08-07,DEPT-001,Déplacements & Missions,Transport,ORANGE PRO,Exploitation,2500.51,500.1,3000.61,1,20240807,2024,8
PCE-002739,2025-02-20,DEPT-008,Informatique & Licences,Cloud & hébergement,TOTAL MADA,Exploitation,11473.36,2294.67,13768.03,1,20250220,2025,2
PCE-002740,2025-03-03,DEPT-008,Loyer & Charges locatives,Charges communes,TRANSPORT EXPRESS,Exploitation,6491.11,0.0,6491.11,1,20250303,2025,3
PCE-002741,2023-01-21,DEPT-001,Formation & Développement,Formations externes,MICROSOFT MADA,Exploitation,3720.95,744.19,4465.14,0,20230121,2023,1
PCE-002742,2025-01-26,DEPT-008,Loyer & Charges locatives,Loyer bureaux,CONSULTANTS SA,Exploitation,6438.22,0.0,6438.22,1,20250126,2025,1
PCE-002743,2023-07-02,DEPT-005,Formation & Développement,Formations externes,TRANSPORT EXPRESS,Exploitation,2423.93,484.79,2908.72,1,20230702,2023,7
PCE-002744,2025-06-20,DEPT-008,Salaires & Charges sociales,Salaires bruts,FORMATION PLUS,Exploitation,60100.75,0.0,60100.75,1,20250620,2025,6
PCE-002745,2024-08-18,DEPT-001,Formation & Développement,Certifications,IT SOLUTIONS,Exploitation,2800.26,560.05,3360.31,1,20240818,2024,8
PCE-002746,2024-02-12,DEPT-003,Sous-traitance,Consultants,NETTOYAGE SERVICE,Exploitation,1563.45,312.69,1876.14,1,20240212,2024,2
PCE-002747,2025-07-12,DEPT-001,Formation & Développement,Formations externes,FORMATION PLUS,Exploitation,3821.39,764.28,4585.67,1,20250712,2025,7
PCE-002748,2025-05-10,DEPT-008,Informatique & Licences,Licences logiciels,FOURNITURES PRO,Exploitation,12416.53,2483.31,14899.84,1,20250510,2025,5
PCE-002749,2023-07-18,DEPT-008,Loyer & Charges locatives,Charges communes,IBM MADA,Exploitation,4408.25,0.0,4408.25,1,20230718,2023,7
PCE-002750,2024-05-11,DEPT-003,Sous-traitance,Consultants,TRANSPORT EXPRESS,Exploitation,14410.02,2882.0,17292.02,1,20240511,2024,5
PCE-002751,2025-08-06,DEPT-008,Informatique & Licences,Licences logiciels,HOTEL COLBERT,Exploitation,10468.77,2093.75,12562.52,1,20250806,2025,8
PCE-002752,2024-01-18,DEPT-001,Salaires & Charges sociales,Charges patronales,TRANSPORT EXPRESS,Exploitation,67046.77,0.0,67046.77,1,20240118,2024,1
PCE-002753,2025-05-25,DEPT-003,Déplacements & Missions,Transport,FOURNITURES PRO,Exploitation,1394.92,278.98,1673.9,0,20250525,2025,5
PCE-002754,2023-10-31,DEPT-008,Informatique & Licences,Maintenance SI,BAILLEUR IMMO,Exploitation,6684.79,1336.96,8021.75,0,20231031,2023,10
PCE-002755,2024-03-04,DEPT-008,Informatique & Licences,Maintenance SI,ORACLE,Exploitation,2471.2,494.24,2965.44,1,20240304,2024,3
PCE-002756,2023-08-08,DEPT-002,Sous-traitance,Prestations ponctuelles,ORACLE,Exploitation,13321.68,2664.34,15986.02,1,20230808,2023,8
